Date,Stage,Match,Team,Players,Pick,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,Time,MVP,K,D,A,Gold,Level,Win,Tower,Lord ,Turtle,"Buff
 Biru","Buff 
Merah"
3/24/2024,Regular Season,1,Team Flash KH,Owl,Brody,Marksman,Phoveus,Fighter,Flicker,Assassin,Rupture,Weapons Master,Quantum Charge,15:43,0,4,2,1,12693,15,Win,9,2,3,9,9
3/24/2024,Regular Season,1,DRoar Legends,SHADOW,Arlott,Fighter/Assassin,Mathilda,Support/Assassin,Flicker,Common,Thrill,Tenacity,Brave Smite,15:43,0,2,3,5,8090,14,Lose,2,0,0,5,5
3/24/2024,Regular Season,1,DRoar Legends,Linnn,Fredrinn,Fighter/Tank,Ruby,Fighter/Tank,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,15:43,0,0,4,4,6872,14,Lose,2,0,0,5,5
3/24/2024,Regular Season,1,DRoar Legends,Aykii,Xavier,Mage,Nolan,Assassin,Flicker,Mage,Agility,Bargain Hunter,Impure Rage,15:43,0,3,1,3,9812,15,Lose,2,0,0,5,5
3/24/2024,Regular Season,1,DRoar Legends,CADENZA,Grock,Tank/Fighter,Yu Zhong,Fighter,Flicker,Tank,Vitality,Wilderness Blessing.,Brave Smite,15:43,0,0,2,4,5823,12,Lose,2,0,0,5,5
3/24/2024,Regular Season,1,DRoar Legends,Wickyy,Karrie,Marksman,Bruno,Marksman,Flicker,Common,Swift,Festival of Blood,Brave Smite,15:43,0,2,0,4,9379,14,Lose,2,0,0,5,5
3/24/2024,Regular Season,2,Team Flash KH,ATM,Cici,Fighter,Gord,Mage,Purify,Fighter,Agility,Festival of Blood,Brave Smite,29:53,0,1,3,3,14706,15,Lose,9,3,2,14,12
3/24/2024,Regular Season,2,Team Flash KH,Rindo,Fredrinn,Fighter/Tank,Valentina,Mage,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,29:53,0,1,3,2,12323,15,Lose,9,3,2,14,12
3/24/2024,Regular Season,2,Team Flash KH,CHMA,Lylia,Mage,Nolan,Assassin,Purify,Mage,Inspire,Bargain Hunter,Lethal Ignition,29:53,0,3,2,3,14509,15,Lose,9,3,2,14,12
3/24/2024,Regular Season,2,Team Flash KH,Brainwash,Rafaela,Support,Joy,Assassin,Purify,Common,Agility,Wilderness Blessing.,Quantum Charge,29:53,0,1,2,5,13077,15,Lose,9,3,2,14,12
3/24/2024,Regular Season,2,Team Flash KH,Owl,Karrie,Marksman,Vexana,Mage,Purify,Common,Firmness,Tenacity,Brave Smite,29:53,0,0,3,4,19694,15,Lose,9,3,2,14,12
3/24/2024,Regular Season,2,DRoar Legends,SHADOW,X.Borg,Fighter,Novaria,Mage,Flicker,Tank,Firmness,Festival of Blood,Brave Smite,29:53,0,3,0,8,19503,15,Win,8,1,1,11,9
3/24/2024,Regular Season,2,DRoar Legends,Linnn,Barats,Tank/Fighter,Mathilda,Support/Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Brave Smite,29:53,0,2,1,8,15728,15,Win,8,1,1,11,9
3/24/2024,Regular Season,2,DRoar Legends,Aykii,Nana,Mage,Ruby,Fighter/Tank,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,29:53,0,4,0,2,20619,15,Win,8,1,1,11,9
3/24/2024,Regular Season,2,DRoar Legends,CADENZA,Minotaur,Tank/Support,Harith,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,29:53,0,1,4,9,13484,15,Win,8,1,1,11,9
3/24/2024,Regular Season,2,DRoar Legends,Wickyy,Claude,Marksman,Natan,Marksman,Sprint,Common,Swift,Tenacity,Quantum Charge,29:53,1,3,1,10,22481,15,Win,8,1,1,11,9
3/24/2024,Regular Season,3,Team Flash KH,ATM,Cici,Fighter,Baxia,Tank,Sprint,Fighter,Agility,Festival of Blood,Brave Smite,17:20,0,1,2,1,9184,15,Lose,2,0,1,7,8
3/24/2024,Regular Season,3,Team Flash KH,Rindo,Fredrinn,Fighter/Tank,Claude,Marksman,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,17:20,0,0,1,3,9081,15,Lose,2,0,1,7,8
3/24/2024,Regular Season,3,Team Flash KH,CHMA,Lylia,Mage,Vexana,Mage,Sprint,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,17:20,0,2,0,1,9617,15,Lose,2,0,1,7,8
3/24/2024,Regular Season,3,Team Flash KH,Brainwash,Angela,Support,Nolan,Assassin,Flicker,Support,Agility,Bargain Hunter,Focusing Mark,17:20,0,0,1,3,6866,14,Lose,2,0,1,7,8
3/24/2024,Regular Season,3,Team Flash KH,Owl,Bruno,Marksman,Joy,Assassin,Flicker,Assassin,Fatal,Weapons Master,Quantum Charge,17:20,0,0,2,0,12433,15,Lose,2,0,1,7,8
3/24/2024,Regular Season,3,DRoar Legends,SHADOW,X.Borg,Fighter,Mathilda,Support/Assassin,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,17:20,0,1,0,1,11131,15,Win,9,3,2,10,9
3/24/2024,Regular Season,3,DRoar Legends,Linnn,Martis,Fighter,Ruby,Fighter/Tank,Retribution,Assassin,Thrill,Seasoned Hunter,Killing Spree,17:20,0,1,1,1,10668,15,Win,9,3,2,10,9
3/24/2024,Regular Season,3,DRoar Legends,Aykii,Valentina,Mage,Novaria,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,17:20,0,1,0,1,9860,15,Win,9,3,2,10,9
3/24/2024,Regular Season,3,DRoar Legends,CADENZA,Minotaur,Tank/Support,Rafaela,Support,Flicker,Tank,Vitality,Wilderness Blessing.,Concussive Blast,17:20,1,1,1,4,9005,15,Win,9,3,2,10,9
3/24/2024,Regular Season,3,DRoar Legends,Wickyy,Karrie,Marksman,Diggie,Support,Flicker,Common,Swift,Festival of Blood,Brave Smite,17:20,0,2,1,1,13330,15,Win,9,3,2,10,9
3/30/2024,Regular Season,1,DRoar Legends,Wickyy,Karrie,Marksman,Nolan,Assassin,Flicker,Common,Swift,Master Assassin,Brave Smite,"24:59",0,3,3,5,16524,15,Win,9,4,1,18,13
3/30/2024,Regular Season,1,DRoar Legends,CADENZA,Grock,Tank/Fighter,Novaria,Mage,Flicker,Tank,Vitality,Wilderness Blessing.,Brave Smite,"24:59",0,0,2,8,11907,15,Win,9,4,1,18,13
3/30/2024,Regular Season,1,DRoar Legends,Aykii,Vexana,Mage,Fanny,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,"24:59",0,3,0,12,15600,15,Win,9,4,1,18,13
3/30/2024,Regular Season,1,DRoar Legends,Linnn,Guinevere,Fighter,Valentina,Mage,Retribution,Mage,Swift,Seasoned Hunter,Impure Rage,"24:59",0,3,2,9,15425,15,Win,9,4,1,18,13
3/30/2024,Regular Season,1,DRoar Legends,SHADOW,X.Borg,Fighter,Lylia,Mage,Flicker,Tank,Vitality,Seasoned Hunter,Brave Smite,"24:59",1,8,0,6,18368,15,Win,9,4,1,18,13
3/30/2024,Regular Season,1,Team Max,Layy,Bruno,Marksman,Kaja,Support/Fighter,Purify,Assassin,Fatal,Master Assassin,Quantum Charge,"24:59",0,2,3,4,19356,15,Lose,0,0,2,6,9
3/30/2024,Regular Season,1,Team Max,Tyyy,Minotaur,Tank/Support,Baxia,Tank,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,"24:59",0,0,5,5,11060,15,Lose,0,0,2,6,9
3/30/2024,Regular Season,1,Team Max,MasterBiiMo,Faramis,Support/Mage,Joy,Assassin,Purify,Mage,Rupture,Wilderness Blessing.,Quantum Charge,"24:59",0,5,2,2,15323,15,Lose,0,0,2,6,9
3/30/2024,Regular Season,1,Team Max,Flick,Fredrinn,Fighter/Tank,Mathilda,Support/Assassin,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,"24:59",0,0,3,7,13189,15,Lose,0,0,2,6,9
3/30/2024,Regular Season,1,Team Max,Renzio,Yu Zhong,Fighter,Angela,Support,Petrify,Fighter,Agility,Festival of Blood,Quantum Charge,"24:59",0,0,4,5,13879,15,Lose,0,0,2,6,9
3/30/2024,Regular Season,2,Team Max,Layy,Claude,Marksman,Edith,Tank/Marksman,Purify,Common,Firmness,Master Assassin,Brave Smite,17:20,1,2,1,4,13200,15,Win,4,0,1,6,7
3/30/2024,Regular Season,2,Team Max,Tyyy,Ruby,Fighter/Tank,Chou,Fighter,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,17:20,0,0,4,3,8081,15,Win,4,0,1,6,7
3/30/2024,Regular Season,2,Team Max,MasterBiiMo,Valentina,Mage,Fredrinn,Fighter/Tank,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,17:20,0,2,1,3,9875,15,Win,4,0,1,6,7
3/30/2024,Regular Season,2,Team Max,Flick,Baxia,Tank,Minotaur,Tank/Support,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,17:20,0,0,2,4,10341,15,Win,4,0,1,6,7
3/30/2024,Regular Season,2,Team Max,Renzio,Paquito,Fighter/Assassin,Karrie,Marksman,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,17:20,0,5,4,0,11229,15,Win,4,0,1,6,7
3/30/2024,Regular Season,2,DRoar Legends,Wickyy,Bruno,Marksman,Joy,Assassin,Flicker,Assassin,Fatal,Weapons Master,Quantum Charge,17:20,0,5,2,3,12290,15,Lose,9,3,2,11,8
3/30/2024,Regular Season,2,DRoar Legends,CADENZA,Arlott,Fighter/Assassin,Mathilda,Support/Assassin,Flicker,Common,Thrill,Wilderness Blessing.,Brave Smite,17:20,0,0,5,8,7783,14,Lose,9,3,2,11,8
3/30/2024,Regular Season,2,DRoar Legends,Aykii,Angela,Support,Nolan,Assassin,Flicker,Common,Inspire,Wilderness Blessing.,Impure Rage,17:20,0,2,1,7,9590,15,Lose,9,3,2,11,8
3/30/2024,Regular Season,2,DRoar Legends,Linnn,X.Borg,Fighter,Kaja,Support/Fighter,Retribution,Tank,Vitality,Seasoned Hunter,Impure Rage,17:20,0,3,0,6,12230,15,Lose,9,3,2,11,8
3/30/2024,Regular Season,2,DRoar Legends,SHADOW,Cici,Fighter,Grock,Tank/Fighter,Vengeance,Fighter,Thrill,Festival of Blood,Brave Smite,17:20,1,2,1,8,10783,15,Lose,9,3,2,11,8
3/30/2024,Regular Season,3,Team Max,Layy,Irithel,Marksman,Kaja,Support/Fighter,Purify,Assassin,Swift,Wilderness Blessing.,Quantum Charge,23:53,0,3,3,10,15303,15,Lose,6,2,2,8,7
3/30/2024,Regular Season,3,Team Max,Tyyy,Chou,Fighter,Guinevere,Fighter,Flicker,Tank,Agility,Wilderness Blessing.,Concussive Blast,23:53,0,1,3,7,10870,15,Lose,6,2,2,8,7
3/30/2024,Regular Season,3,Team Max,MasterBiiMo,Angela,Support,Fredrinn,Fighter/Tank,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,23:53,0,2,2,10,11026,15,Lose,6,2,2,8,7
3/30/2024,Regular Season,3,Team Max,Flick,Baxia,Tank,Minotaur,Tank/Support,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,23:53,0,3,3,5,12753,15,Lose,6,2,2,8,7
3/30/2024,Regular Season,3,Team Max,Renzio,Yu Zhong,Fighter,Karrie,Marksman,Petrify,Fighter,Agility,Festival of Blood,Quantum Charge,23:53,0,5,2,5,14226,15,Lose,6,2,2,8,7
3/30/2024,Regular Season,3,DRoar Legends,Wickyy,Claude,Marksman,Joy,Assassin,Purify,Common,Swift,Tenacity,Quantum Charge,23:53,0,2,3,8,17846,15,Win,9,1,1,12,10
3/30/2024,Regular Season,3,DRoar Legends,CADENZA,Grock,Tank/Fighter,Mathilda,Support/Assassin,Flicker,Tank,Vitality,Wilderness Blessing.,Brave Smite,23:53,0,1,2,7,10926,15,Win,9,1,1,12,10
3/30/2024,Regular Season,3,DRoar Legends,Aykii,Vexana,Mage,Nolan,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,23:53,0,2,3,6,12220,15,Win,9,1,1,12,10
3/30/2024,Regular Season,3,DRoar Legends,Linnn,Akai,Tank,Natalia,Assassin,Retribution,Tank,Swift,Tenacity,Concussive Blast,23:53,0,3,3,7,12803,15,Win,9,1,1,12,10
3/30/2024,Regular Season,3,DRoar Legends,SHADOW,X.Borg,Fighter,Harith,Mage,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,23:53,0,5,3,5,16493,15,Win,9,1,1,12,10
3/30/2024,Regular Season,1,Team SV,SADBOYY,Roger,Fighter/Marksman,Minotaur,Tank/Support,Flicker,Assassin,Rupture,Master Assassin,Quantum Charge,26:03,0,4,3,3,18228,15,Lose,3,0,2,12,12
3/30/2024,Regular Season,1,Team SV,Rapidoot,Selena,Assassin/Mage,Vexana,Mage,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,26:03,0,2,3,6,11019,15,Lose,3,0,2,12,12
3/30/2024,Regular Season,1,Team SV,Krayyy,Novaria,Mage,Joy,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,26:03,0,3,0,7,16976,15,Lose,3,0,2,12,12
3/30/2024,Regular Season,1,Team SV,Kevs1,Baxia,Tank,Grock,Tank/Fighter,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,26:03,0,1,4,4,12569,15,Lose,3,0,2,12,12
3/30/2024,Regular Season,1,Team SV,Luffy,Paquito,Fighter/Assassin,Chou,Fighter,Flicker,Fighter,Rupture,Festival of Blood,Lethal Ignition,26:03,0,1,5,4,14628,15,Lose,3,0,2,12,12
3/30/2024,Regular Season,1,PRO Esports,Donut,Claude,Marksman,Kaja,Support/Fighter,Purify,Common,Swift,Tenacity,Brave Smite,26:03,0,2,5,7,16795,15,Win,9,4,1,10,11
3/30/2024,Regular Season,1,PRO Esports,SAA,Arlott,Fighter/Assassin,Bruno,Marksman,Flicker,Tank,Firmness,Wilderness Blessing.,Quantum Charge,26:03,0,3,4,9,12220,15,Win,9,4,1,10,11
3/30/2024,Regular Season,1,PRO Esports,Naja,Xavier,Mage,Nolan,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,26:03,0,2,0,5,13748,15,Win,9,4,1,10,11
3/30/2024,Regular Season,1,PRO Esports,Boyet,Fredrinn,Fighter/Tank,Angela,Support,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,26:03,1,4,1,10,13909,15,Win,9,4,1,10,11
3/30/2024,Regular Season,1,PRO Esports,Tong,X.Borg,Fighter,Mathilda,Support/Assassin,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,26:03,0,4,1,6,14497,15,Win,9,4,1,10,11
3/30/2024,Regular Season,2,Team SV,SADBOYY,Karina,Assassin,Minotaur,Tank/Support,Flicker,Fighter,Firmness,Festival of Blood,Quantum Charge,16:12,0,3,2,1,10814,15,Lose,1,0,0,6,6
3/30/2024,Regular Season,2,Team SV,Rapidoot,Grock,Tank/Fighter,Joy,Assassin,Flicker,Support,Firmness,Wilderness Blessing.,Brave Smite,16:12,0,1,3,2,7206,14,Lose,1,0,0,6,6
3/30/2024,Regular Season,2,Team SV,Krayyy,Novaria,Mage,X.Borg,Fighter,Flicker,Common,Rupture,Wilderness Blessing.,Impure Rage,16:12,0,1,1,2,7549,13,Lose,1,0,0,6,6
3/30/2024,Regular Season,2,Team SV,Kevs1,Barats,Tank/Fighter,Arlott,Fighter/Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,16:12,0,1,5,4,8845,15,Lose,1,0,0,6,6
3/30/2024,Regular Season,2,Team SV,Luffy,Thamuz,Fighter,Claude,Marksman,Vengeance,Fighter,Swift,Festival of Blood,Brave Smite,16:12,0,2,6,4,8583,14,Lose,1,0,0,6,6
3/30/2024,Regular Season,2,PRO Esports,Donut,Natalia,Assassin,Terizla,Fighter,Purify,Mage,Rupture,Tenacity,Quantum Charge,16:12,0,1,1,5,11365,15,Win,8,2,3,9,9
3/30/2024,Regular Season,2,PRO Esports,SAA,Masha,Fighter/Tank,Kaja,Support/Fighter,Sprint,Assassin,Thrill,Master Assassin,Quantum Charge,16:12,0,6,4,2,9557,15,Win,8,2,3,9,9
3/30/2024,Regular Season,2,PRO Esports,Naja,Vexana,Mage,Nolan,Assassin,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,16:12,1,4,0,10,9403,15,Win,8,2,3,9,9
3/30/2024,Regular Season,2,PRO Esports,Boyet,Fredrinn,Fighter/Tank,Angela,Support,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,16:12,0,3,2,9,9598,15,Win,8,2,3,9,9
3/30/2024,Regular Season,2,PRO Esports,Tong,Cici,Fighter,Mathilda,Support/Assassin,Vengeance,Fighter,Inspire,Festival of Blood,Brave Smite,16:12,0,3,1,8,10338,15,Win,8,2,3,9,9
3/30/2024,Regular Season,1,"See You Soon",Souuul,Karrie,Marksman,Mathilda,Support/Assassin,Flicker,Fighter,Swift,Master Assassin,Brave Smite,14:41,0,1,0,0,8565,13,Lose,1,0,1,4,3
3/30/2024,Regular Season,1,"See You Soon",BoxiTheKing,Grock,Tank/Fighter,Novaria,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,14:41,0,0,3,0,5723,12,Lose,1,0,1,4,3
3/30/2024,Regular Season,1,"See You Soon",Raa,Vexana,Mage,Claude,Marksman,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,14:41,0,0,0,1,6996,13,Lose,1,0,1,4,3
3/30/2024,Regular Season,1,"See You Soon",MPTheKing,Fredrinn,Fighter/Tank,Minotaur,Tank/Support,Retribution,Common,Thrill,Seasoned Hunter,Quantum Charge,14:41,0,0,5,1,7292,14,Lose,1,0,1,4,3
3/30/2024,Regular Season,1,"See You Soon",SryImFelix,X.Borg,Fighter,Gord,Mage,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,14:41,0,0,4,0,6914,13,Lose,1,0,1,4,3
3/30/2024,Regular Season,1,CFU Gaming,Xingg,Natan,Marksman,Lancelot,Assassin,Purify,Mage,Swift,Tenacity,Weakness Finder,14:41,0,6,0,2,1221,15,Win,9,2,2,10,11
3/30/2024,Regular Season,1,CFU Gaming,Flamezy,Rafaela,Support,Baxia,Tank,Purify,Support,Agility,Wilderness Blessing.,Focusing Mark,14:41,0,1,0,11,8014,14,Win,9,2,2,10,11
3/30/2024,Regular Season,1,CFU Gaming,Zee,Faramis,Support/Mage,Angela,Support,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,14:41,1,4,0,8,10206,15,Win,9,2,2,10,11
3/30/2024,Regular Season,1,CFU Gaming,Detective,Barats,Tank/Fighter,Nolan,Assassin,Retribution,Tank,Vitality,seasoned Hunter,Concussive Blast,14:41,0,1,0,11,9906,15,Win,9,2,2,10,11
3/30/2024,Regular Season,1,CFU Gaming,Wadu,Paquito,Fighter/Assassin,Cici,Fighter,Flicker,Mage,Rupture,Festival of Blood,Lethal Ignition,14:41,0,0,1,8,10718,15,Win,9,2,2,10,11
3/30/2024,Regular Season,2,"See You Soon",Souuul,Natan,Marksman,Mathilda,Support/Assassin,Purify,Mage,Thrill,Weapons Master,Weakness Finder,12:31,0,1,2,1,7598,12,Lose,1,0,0,4,5
3/30/2024,Regular Season,2,"See You Soon",BoxiTheKing,Guinevere,Fighter,Novaria,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,12:31,0,1,4,2,5081,11,Lose,1,0,0,4,5
3/30/2024,Regular Season,2,"See You Soon",Raa,Vexana,Mage,Claude,Marksman,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,12:31,0,1,0,3,7089,12,Lose,1,0,0,4,5
3/30/2024,Regular Season,2,"See You Soon",MPTheKing,Baxia,Tank,Minotaur,Tank/Support,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,12:31,0,3,1,1,7448,13,Lose,1,0,0,4,5
3/30/2024,Regular Season,2,"See You Soon",SryImFelix,Arlott,Fighter/Assassin,Rafaela,Support,Flicker,Common,Thrill,Tenacity,Brave Smite,12:31,0,0,6,2,5502,11,Lose,1,0,0,4,5
3/30/2024,Regular Season,2,CFU Gaming,Xingg,Ixia,Marksman,Lapu-Lapu,Fighter,Flicker,Assassin,Swift,Tenacity,Quantum Charge,12:31,0,3,0,7,9692,14,Win,8,1,3,6,6
3/30/2024,Regular Season,2,CFU Gaming,Flamezy,Tigreal,Tank,Yu Zhong,Fighter,Flicker,Tank,Firmness,Pull Yourself Together,Concussive Blast,12:31,0,1,1,9,6891,13,Win,8,1,3,6,6
3/30/2024,Regular Season,2,CFU Gaming,Zee,Faramis,Support/Mage,Nolan,Assassin,Purify,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,12:31,0,0,1,13,8013,13,Win,8,1,3,6,6
3/30/2024,Regular Season,2,CFU Gaming,Detective,Barats,Tank/Fighter,Angela,Support,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,12:31,0,1,3,12,8194,15,Win,8,1,3,6,6
3/30/2024,Regular Season,2,CFU Gaming,Wadu,Paquito,Fighter/Assassin,Joy,Assassin,Flicker,Fighter,Rupture,Festival of Blood,Lethal Ignition,12:31,1,8,1,4,9465,14,Win,8,1,3,6,6
3/31/2024,Regular Season,1,Team SV,SADBOYY,Claude,Marksman,Chou,Fighter,Purify,Common,Swift,Master Assassin,Brave Smite,16:05,0,0,1,0,10399,15,Lose,4,0,2,5,8
3/31/2024,Regular Season,1,Team SV,Rapidoot,Edith,Tank/Marksman,Bruno,Marksman,Flicker,Tank,Vitality,Wilderness Blessing.,Brave Smite,16:05,0,0,1,0,7028,14,Lose,4,0,2,5,8
3/31/2024,Regular Season,1,Team SV,Krayyy,Angela,Support,Karrie,Marksman,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,16:05,0,0,2,0,7214,13,Lose,4,0,2,5,8
3/31/2024,Regular Season,1,Team SV,Ayzen,Martis,Fighter,Nolan,Assassin,Retribution,Assassin,Thrill,Seasoned Hunter,Impure Rage,16:05,0,0,5,0,7590,15,Lose,4,0,2,5,8
3/31/2024,Regular Season,1,Team SV,Aries,Cici,Fighter,Arlott,Fighter/Assassin,Sprint,Fighter,Inspire,Festival of Blood,Brave Smite,16:05,0,0,2,0,8677,14,Lose,4,0,2,5,8
3/31/2024,Regular Season,1,Duck Rice Esport,Kydz,Roger,Fighter/Marksman,Vexana,Mage,Flicker,Assassin,Thrill,Master Assassin,Quantum Charge,16:05,0,4,0,3,11266,15,Win,8,2,1,12,8
3/31/2024,Regular Season,1,Duck Rice Esport,KTANK,Minotaur,Tank/Support,Mathilda,Support/Assassin,Flicker,Support,Firmness,Wilderness Blessing.,Concussive Blast,16:05,0,1,0,9,7699,14,Win,8,2,1,12,8
3/31/2024,Regular Season,1,Duck Rice Esport,NJ,Faramis,Support/Mage,X.Borg,Fighter,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,16:05,0,0,0,8,9237,15,Win,8,2,1,12,8
3/31/2024,Regular Season,1,Duck Rice Esport,Darkside,Miya,Marksman,Baxia,Tank,Retribution,Mage,Inspire,Seasoned Hunter,Impure Rage,16:05,1,4,0,5,13165,15,Win,8,2,1,12,8
3/31/2024,Regular Season,1,Duck Rice Esport,Yamikaze,Terizla,Fighter,Dyrroth,Fighter,Flicker,Fighter,Firmness,Festival of Blood,Brave Smite,16:05,0,2,0,7,9592,15,Win,8,2,1,12,8
3/31/2024,Regular Season,2,Team SV,SADBOYY,Ruby,Fighter/Tank,Alice,Mage/Tank,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,20:52,0,1,3,18,11943,15,Win,9,3,3,12,9
3/31/2024,Regular Season,2,Team SV,Rapidoot,Selena,Assassin/Mage,Minotaur,Tank/Support,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,20:52,0,6,2,14,11195,15,Win,9,3,3,12,9
3/31/2024,Regular Season,2,Team SV,Krayyy,Gord,Mage,Angela,Support,Flicker,Mage,Agility,Tenacity,Impure Rage,20:52,0,4,2,15,12438,15,Win,9,3,3,12,9
3/31/2024,Regular Season,2,Team SV,Ayzen,Granger,Marksman,Joy,Assassin,Retribution,Assassin,Rupture,Seasoned Hunter,Quantum Charge,20:52,1,11,1,6,16280,15,Win,9,3,3,12,9
3/31/2024,Regular Season,2,Team SV,Aries,Terizla,Fighter,Nolan,Assassin,Flicker,Fighter,Firmness,Festival of Blood,Brave Smite,20:52,0,1,1,10,12741,15,Win,9,3,3,12,9
3/31/2024,Regular Season,2,Duck Rice Esport,Kydz,Karrie,Marksman,Vexana,Mage,Purify,Fighter,Firmness,Master Assassin,Brave Smite,20:52,0,1,0,2,14401,15,Lose,3,0,0,10,8
3/31/2024,Regular Season,2,Duck Rice Esport,KTANK,Arlott,Fighter/Assassin,Mathilda,Support/Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,20:52,0,1,8,4,8952,15,Lose,3,0,0,10,8
3/31/2024,Regular Season,2,Duck Rice Esport,NJ,Lylia,Mage,Baxia,Tank,Purify,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,20:52,0,1,4,6,10472,15,Lose,3,0,0,10,8
3/31/2024,Regular Season,2,Duck Rice Esport,Darkside,Fanny,Assassin,Bruno,Marksman,Retribution,Assassin,Thrill,Master Assassin,Lethal Ignition,20:52,0,4,4,1,13710,15,Lose,3,0,0,10,8
3/31/2024,Regular Season,2,Duck Rice Esport,Yamikaze,Barats,Tank/Fighter,Beatrix,Marksman,Flameshot,Common,Agility,Tenacity,Concussive Blast,20:52,0,2,7,1,9847,15,Lose,3,0,0,10,8
3/31/2024,Regular Season,3,Duck Rice Esport,Kydz,Claude,Marksman,Vexana,Mage,Purify,Common,Swift,Tenacity,Quantum Charge,17:11,0,4,4,7,11218,15,Lose,5,0,2,10,8
3/31/2024,Regular Season,3,Duck Rice Esport,KTANK,Tigreal,Tank,Baxia,Tank,Flicker,Tank,Firmness,Weapons Master,Concussive Blast,17:11,0,4,1,9,8371,14,Lose,5,0,2,10,8
3/31/2024,Regular Season,3,Duck Rice Esport,NJ,Angela,Support,Novaria,Mage,Flicker,Mage,Inspire,Bargain Hunter,Focusing Mark,17:11,0,1,2,9,7954,14,Lose,5,0,2,10,8
3/31/2024,Regular Season,3,Duck Rice Esport,Darkside,Harith,Mage,Kaja,Support/Fighter,Retribution,Mage,Inspire,Seasoned Hunter,Impure Rage,17:11,0,4,2,8,11315,15,Lose,5,0,2,10,8
3/31/2024,Regular Season,3,Duck Rice Esport,Yamikaze,X.Borg,Fighter,Bruno,Marksman,Flicker,Tank,Vitality,Festival of Blood,Impure Rage,17:11,0,5,4,5,11797,15,Lose,5,0,2,10,8
3/31/2024,Regular Season,3,Team SV,SADBOYY,Lunox,Mage,Martis,Fighter,Flicker,Mage,Rupture,Festival of Blood,Impure Rage,17:11,0,3,3,5,10678,15,Win,6,2,1,8,8
3/31/2024,Regular Season,3,Team SV,Rapidoot,Natalia,Assassin,Alice,Mage/Tank,Execute,Assassin,Rupture,Master Assassin,Lethal Ignition,17:11,1,4,5,4,9548,15,Win,6,2,1,8,8
3/31/2024,Regular Season,3,Team SV,Krayyy,Barats,Tank/Fighter,Johnson,Tank/Support,Flicker,Common,Vitality,Wilderness Blessing.,Concussive Blast,17:11,0,0,3,5,9529,15,Win,6,2,1,8,8
3/31/2024,Regular Season,3,Team SV,Ayzen,Yin,Fighter/Assassin,Nolan,Assassin,Retribution,Assassin,Thrill,Master Assassin,Lethal Ignition,17:11,0,5,4,2,11930,15,Win,6,2,1,8,8
